author,date,push,title,url
nacy204327,10/08,9,[問卦] 海底撈推薦吃什麼？,/bbs/Gossiping/M.1665217800.A.A1E.html
Wardyal,10/08,23,[問卦] 有人喝過清原(手搖杯店)嗎？,/bbs/Gossiping/M.1665217892.A.724.html
xavier2301,10/08,7,Re: [問卦] 好屌清冠一號有沒有實證的療效?,/bbs/Gossiping/M.1665217939.A.246.html
Milk0210,10/08,21,[問卦] Model Y被抵制了？ 選X3還捏上GLC,/bbs/Gossiping/M.1665215220.A.A5C.html
terumikami,10/08,7,[問卦] 狗狗肉電池取消騎到飽，二手車價會崩盤？,/bbs/Gossiping/M.1665215397.A.490.html
xzcb2008,10/08,3,[問卦] ＝.＝ 台積電需要重新建設底下碉堡化？,/bbs/Gossiping/M.1665215480.A.C32.html
MrKing,10/08,6,Re: [新聞] 國泰世華網銀、ATM大當機！民眾哀領不到,/bbs/Gossiping/M.1665215483.A.009.html
Dubroy,10/08,3,Re: [新聞]外媒曝：美寧摧毀台積電廠房晶片 也不願,/bbs/Gossiping/M.1665215539.A.6EC.html
ronny1020,10/08,爆,[問卦] 房價感覺要下修了，去年買的人現在在想啥,/bbs/Gossiping/M.1665215541.A.10B.html
blargelp,10/08,5,Re: [新聞]Gogoro「吃到飽宣佈退場」時間點曝光全場,/bbs/Gossiping/M.1665215706.A.3D1.html
KennethC,10/08,2,[問卦] 哪個縣市的朋友最喜歡把高鐵窗簾拉上？,/bbs/Gossiping/M.1665215825.A.8E7.html
pauljet,10/08,3,Re: [新聞] 烏克蘭認同北方領土屬日本 日媒：有意聯,/bbs/Gossiping/M.1665215873.A.FC0.html
CTC0115,10/08,12,[問卦] 看個Youtube 一直被T打斷,/bbs/Gossiping/M.1665215892.A.154.html
ilovecat5566,10/08,3,[問卦] 交到很會騎的女友是不是很爽？0.0,/bbs/Gossiping/M.1665215938.A.A94.html
ihcc,10/08,爆,[新聞] 這一句話毀三觀！民進黨立委認了：陳時,/bbs/Gossiping/M.1665216033.A.DC4.html
IronCube,10/08,12,[問卦] 牙醫師是不是遊走在法律邊緣的職業啊？,/bbs/Gossiping/M.1665216204.A.707.html
pulagu,10/08,2,[新聞] 艾成去世52天 王瞳重啟臉書發長文訴思念,/bbs/Gossiping/M.1665216344.A.B68.html
MacBookAir12,10/08,1,Re: [新聞] 國泰世華網銀、ATM大當機！民眾哀領不到,/bbs/Gossiping/M.1665216375.A.9FC.html
KennethC,10/08,39,[問卦] 刺龍刺鳳的兄弟是不是越來越多了？,/bbs/Gossiping/M.1665216392.A.B9C.html
taipei5566,10/08,9,[問卦] 台積電員工是不是很爽,/bbs/Gossiping/M.1665216476.A.635.html
zxcvbnm00316,10/08,1,[新聞] 想重建雄風！男用鐵環套住下體4個月 ,/bbs/Gossiping/M.1665214186.A.B3F.html
Superxixai,10/08,15,[問卦] 開特斯拉的覺青，現在怎麼辦,/bbs/Gossiping/M.1665214198.A.F34.html
genheit,10/08,12,[問卦] 「隔代指定接班」怎麼會有人覺得行得通？,/bbs/Gossiping/M.1665214202.A.000.html
chen18,10/08,8,[問卦] 國慶日低溫下探18度？,/bbs/Gossiping/M.1665214333.A.D10.html
aabbcc520,10/08,5,Re: [問卦] 連假只剩我在家？？？,/bbs/Gossiping/M.1665214397.A.5B4.html
lumaix,10/08,4,[問卦] 抖音和YT上的室內設計動畫短片,/bbs/Gossiping/M.1665214402.A.DA9.html
Audien,10/08,8,[問卦] 桃園這種道路設計是三小？,/bbs/Gossiping/M.1665214479.A.BFA.html
QBRoboT,10/08,7,Re: [新聞]Gogoro「吃到飽宣佈退場」時間點曝光全場,/bbs/Gossiping/M.1665214491.A.630.html
Ho1liday,10/08,33,[問卦] 飛彈頭上飛過很安靜，馬斯克嘴砲就喊抵制,/bbs/Gossiping/M.1665214588.A.D97.html
remmurds,10/08,7,[問卦] 中國的城管究竟是什麼樣的官,/bbs/Gossiping/M.1665214779.A.DA2.html
k44754,10/08,3,Re: [新聞] 陳時中「親筆手寫貼圖」上線！「16金句」,/bbs/Gossiping/M.1665214810.A.91E.html
moshenisshit,10/08,6,[問卦] 女生比男生會騎的多嗎？,/bbs/Gossiping/M.1665214814.A.432.html
IPJ,10/08,2,Re: [新聞] 馬斯克建議台灣納入中國特別行政區 綠委,/bbs/Gossiping/M.1665214825.A.3C2.html
IMISSYOI,10/08,12,[新聞] 國泰世華銀系統大當機 金管會要求銀行盡,/bbs/Gossiping/M.1665214830.A.8AB.html
MrKing,10/08,5,[問卦] 有沒有很吃技術和創造力的遊戲,/bbs/Gossiping/M.1665214846.A.FA9.html
MeiHS,10/08,13,"[問卦] 彎曲的彈匣比直立的,好握很多嗎?",/bbs/Gossiping/M.1665214883.A.1BE.html
seadf2003,10/08,1,Re: [新聞] 馬斯克建議台灣納入中國特別行政區 綠委,/bbs/Gossiping/M.1665214963.A.979.html
xeloss,10/08,2,Re: [問卦] 「隔代指定接班」怎麼會有人覺得行得通？,/bbs/Gossiping/M.1665215048.A.EB8.html
cmelo1515,10/08,10,Re: [新聞] 國泰世華網銀、ATM大當機！民眾哀領不到,/bbs/Gossiping/M.1665215069.A.577.html
devidevi,10/08,3,Re: [爆卦] 人渣文本爆料新竹棒球場還是一樣！,/bbs/Gossiping/M.1665215113.A.D92.html
stevenchiang,10/08,29,[新聞] 烏克蘭認同北方領土屬日本 日媒：有意聯,/bbs/Gossiping/M.1665213668.A.F46.html
cug426,10/08,3,[問卦]  請問CFO能排到公司的前8強麽？,/bbs/Gossiping/M.1665213733.A.8C1.html
dmezspk,10/08,3,Re: [問卦] 在銀行當保全是不是爽缺,/bbs/Gossiping/M.1665213746.A.9D7.html
usokami,10/08,XX,[新聞] 鄭文燦授戰旗：黃瓊慧被稱「qn鄉民女神」 是年輕意見領袖,/bbs/Gossiping/M.1665213811.A.0FB.html
tyop4477,10/08,5,[問卦] 入秋了吃甚麼才顯得很懂？,/bbs/Gossiping/M.1665213815.A.9EC.html
RyanBraun8,10/08,8,[問卦]台灣如果辦F1要辦在哪？,/bbs/Gossiping/M.1665213815.A.EF1.html
MacBookAir12,10/08,11,[問卦] 馬斯克推特還沒被側翼出征是英文不好嗎?,/bbs/Gossiping/M.1665213841.A.581.html
ilv1181023,10/08,4,[問卦] 手機網路一個月用150T 算多嗎？,/bbs/Gossiping/M.1665213907.A.7A3.html
id44kimo,10/08,2,Re: [新聞] 國泰世華網銀、ATM大當機！民眾哀領不到,/bbs/Gossiping/M.1665213960.A.91E.html
YAYA6655,10/08,1,Re: [問卦] 馬斯克推特還沒被側翼出征是英文不好嗎?,/bbs/Gossiping/M.1665213980.A.F54.html
ptt987654321,10/08,5,Re: [問卦] 吳子嘉史上最快？？？？,/bbs/Gossiping/M.1665213997.A.CCA.html
intrepid123,10/08,7,[問卦] 覺醒特粉怎麼看馬斯克言論？,/bbs/Gossiping/M.1665214010.A.965.html
grant790110,10/08,45,[問卦] 捕獲老鼠了 怎麼辦,/bbs/Gossiping/M.1665214060.A.355.html
Reichenau,10/08,13,[新聞] 俄羅斯克里米亞大橋驚傳爆炸！大火吞噬,/bbs/Gossiping/M.1665214160.A.D59.html
createlight,10/08,8,[新聞] 歐洲政治共同體首屆會議 44國抗俄挺烏,/bbs/Gossiping/M.1665214167.A.324.html
HuangJC,10/08,1,Re: [問卦] 入秋了吃甚麼才顯得很懂？,/bbs/Gossiping/M.1665214181.A.A2C.html
vigorhsieh,10/08,1,Re: [問卦] 環保還有啥意義,/bbs/Gossiping/M.1665212432.A.5C6.html
adm123,10/08,46,[問卦] 很多人以為老舊機車能騎就騎，其實傷錢？,/bbs/Gossiping/M.1665212474.A.F48.html
lwamp,10/08,4,[問卦] 有舒服到是不是就不算性侵,/bbs/Gossiping/M.1665212551.A.1DB.html
ilovecat5566,10/08,9,[問卦] 2412中華電跌到多少才能接？0.0,/bbs/Gossiping/M.1665212569.A.028.html
Rusnake5566,10/08,7,[問卦] 台灣會因為晶片太出頭被美國教訓嗎,/bbs/Gossiping/M.1665212673.A.EC7.html
smallgigi,10/08,1,Re: [新聞]外媒曝：美寧摧毀台積電廠房晶片 也不願,/bbs/Gossiping/M.1665212677.A.016.html
lovea,10/08,3,[問卦] 菸蟲都愛在外面抽菸，不關在房間自己抽?,/bbs/Gossiping/M.1665212677.A.334.html
purue,10/08,3,[問卦] 7咖啡有改配方嗎？,/bbs/Gossiping/M.1665212775.A.105.html
yuchifan,10/08,6,[問卦] 債留子孫，啊就少子化沒子孫？,/bbs/Gossiping/M.1665212913.A.1D9.html
Hosh,10/08,16,[問卦] 如果沒電了你能想到的娛樂有什麼？,/bbs/Gossiping/M.1665212947.A.873.html
xzcb2008,10/08,1,Re: [問卦] 特斯拉算什麼等級,/bbs/Gossiping/M.1665213100.A.116.html
liang691206,10/08,3,Re: [問卦] costco的披薩是不是cp值最高啊,/bbs/Gossiping/M.1665213113.A.769.html
tools,10/08,7,[問卦] 鋼鐵人也會用WD40嗎,/bbs/Gossiping/M.1665213186.A.5E1.html
jganet,10/08,6,[問卦] 手機吃到飽被取消的話，會怎樣,/bbs/Gossiping/M.1665213263.A.B0B.html
jojoway,10/08,4,Re: [新聞] 馬斯克建議台灣納入中國特別行政區 綠委,/bbs/Gossiping/M.1665211229.A.E48.html
Firstshadow,10/08,5,[問卦] 為什麼超商現在沒有出這種收集的活動？,/bbs/Gossiping/M.1665211300.A.28F.html
u35k6,10/08,3,Re: [問卦] 拉亞漢堡的套餐漲價也太猛,/bbs/Gossiping/M.1665211318.A.31A.html
Pixma258,10/08,1,Re: [問卦] 為什麼臺北市道路能這麼整齊,/bbs/Gossiping/M.1665211325.A.F14.html
liang691206,10/08,1,[問卦] 為何有人要做神奇ID啊,/bbs/Gossiping/M.1665211434.A.53B.html
AhGai,10/08,1,Re: [問卦] 為什麼臺北市道路能這麼整齊,/bbs/Gossiping/M.1665211679.A.654.html
huabandd,10/08,7,Re: [問卦] 東泉根本還好吧...,/bbs/Gossiping/M.1665211845.A.039.html
ghost90331,10/08,39,[問卦] 特斯拉算什麼等級,/bbs/Gossiping/M.1665211850.A.4D7.html
zz2895341,10/08,1,[問卦] 特別喜歡某種動物的人是什麼樣的成長背景,/bbs/Gossiping/M.1665211930.A.2D4.html
ilv1181023,10/08,3,[問卦] 食人魔達默受害家屬不爽什麼？,/bbs/Gossiping/M.1665211964.A.75F.html
kamichu,10/08,2,Re: [問卦] 為什麼台灣仍熱愛使用現金？,/bbs/Gossiping/M.1665213293.A.7A5.html
LionsWang,10/08,3,Re: [問卦] 東泉根本還好吧...,/bbs/Gossiping/M.1665213433.A.3A8.html
lulu1305174,10/08,9,[問卦] 同志大遊行有什麼好看的?,/bbs/Gossiping/M.1665213550.A.D3E.html
Beanoodle,10/08,1,Re: [爆卦] 人渣文本爆料新竹棒球場還是一樣！,/bbs/Gossiping/M.1665212165.A.D7F.html
mark2326,10/08,1,Re: [新聞] 台北市長選情冷較不利？ 黃珊珊：每天擔,/bbs/Gossiping/M.1665212213.A.04B.html
jojoway,10/08,29,Re: [新聞] 馬斯克稱設特別行政區　陳時中這樣說 ,/bbs/Gossiping/M.1665212234.A.A42.html
Ommmmmm5566,10/08,18,[問卦] 尿完抖完收起來還給我滴幾滴是在幹嘛,/bbs/Gossiping/M.1665212237.A.743.html
greenseason,10/08,1,Re: [問卦] 為何現在沒人宣導戒菸了？,/bbs/Gossiping/M.1665212239.A.8B3.html
ShotOnWall,10/08,4,Re: [問卦] 拉亞漢堡的套餐漲價也太猛,/bbs/Gossiping/M.1665212290.A.367.html
koushimei,10/08,3,Re: [新聞] 馬斯克建議台灣納入中國特別行政區 綠委,/bbs/Gossiping/M.1665212375.A.B87.html
laugh8562,10/08,11,[問卦] 為什麼YT熱門被中國幹片佔領了??,/bbs/Gossiping/M.1665210256.A.332.html
juyhnmki,10/08,X3,[新聞] 馬斯克稱設特別行政區　陳時中這樣說 ,/bbs/Gossiping/M.1665210261.A.398.html
MeiHS,10/08,3,Re: [新聞]外媒曝：美寧摧毀台積電廠房晶片 也不願,/bbs/Gossiping/M.1665210369.A.C1E.html
chopper594,10/08,34,[新聞] 首次對談！陳時中、蔣萬安、黃珊珊互動曝,/bbs/Gossiping/M.1665210393.A.141.html
billkingFH,10/08,5,[問卦] 分享一下自己的3C八嘻嘻,/bbs/Gossiping/M.1665210410.A.23E.html
hoyumi,10/08,4,[問卦] 大麥克vs華堡的牛肉餅誰強？,/bbs/Gossiping/M.1665210458.A.EE8.html
belucky,10/08,1,[問卦] 馬斯克是不是很愛特,/bbs/Gossiping/M.1665210466.A.C79.html
IJuBan,10/08,7,[問卦] 加了東泉辣椒醬還很難吃的是不是神仙難救,/bbs/Gossiping/M.1665210471.A.AC7.html
twnail,10/08,17,[問卦] 女T 是否該服義務役?,/bbs/Gossiping/M.1665210533.A.B0E.html
wdz1223,10/08,3,[問卦] 為什麼臺北市道路能這麼整齊,/bbs/Gossiping/M.1665210627.A.55E.html
ecejc,10/08,5,Re: [新聞] 馬斯克建議台灣納入中國特別行政區 綠委,/bbs/Gossiping/M.1665210702.A.1AC.html
swingcola,10/08,2,[問卦] 樂活的生活圈,/bbs/Gossiping/M.1665210749.A.E9B.html
callhek,10/08,5,Re: [問卦] 女T 是否該服義務役?,/bbs/Gossiping/M.1665210817.A.49C.html
pig8012,10/08,8,[新聞] 台北市長選情冷較不利？ 黃珊珊：每天擔,/bbs/Gossiping/M.1665210921.A.3EE.html
aher2600,10/08,5,Re: [新聞] 馬斯克建議台灣納入中國特別行政區 綠委,/bbs/Gossiping/M.1665210958.A.0CF.html
poeta,10/08,2,[問卦] 開臭豆腐店的老闆 鼻子會壞掉嗎,/bbs/Gossiping/M.1665211082.A.A68.html
ikr3699654,10/08,1,Re: [問卦] 在銀行當保全是不是爽缺,/bbs/Gossiping/M.1665211102.A.E1D.html
chopinmozart,10/08,1,[問卦] 李雲迪不是黑掉了嗎,/bbs/Gossiping/M.1665209011.A.256.html
lulu1305174,10/08,49,[爆卦] 10/08新增44467本土，67境外，76死亡,/bbs/Gossiping/M.1665209031.A.D4E.html
kuso2005,10/08,2,[問卦] 喂喂 南部開特斯拉會否有危險,/bbs/Gossiping/M.1665209111.A.289.html
moshenisshit,10/08,7,[問卦] 有天然呆，那有人工呆嗎？,/bbs/Gossiping/M.1665209126.A.927.html
pauljet,10/08,1,[問卦] 女孩兒買山寨貨是不是沒錢又拜金？,/bbs/Gossiping/M.1665209154.A.3B6.html
intrepid123,10/08,6,[問卦] 男生班 跟 當兵都男生 差異很大嗎,/bbs/Gossiping/M.1665209161.A.49A.html
liang691206,10/08,7,Re: [新聞]外媒曝：美寧摧毀台積電廠房晶片 也不願,/bbs/Gossiping/M.1665209184.A.598.html
tanted,10/08,37,[新聞] 國泰世華網銀、ATM大當機！民眾哀領不到,/bbs/Gossiping/M.1665209348.A.D50.html
ck6fuz516,10/08,2,Re: [新聞] 口水麵包餵養國軍！高市衛生局稽查無良業,/bbs/Gossiping/M.1665209414.A.5EF.html
kimura0701,10/08,6,[問卦] 台北到底什麼爛天氣,/bbs/Gossiping/M.1665209479.A.BB1.html
hhhomerun,10/08,24,[問卦] 護照的身分識別那頁為什麼不改台灣？,/bbs/Gossiping/M.1665209493.A.CCA.html
e1447e,10/08,7,[問卦] 做過最後悔的事是什麼,/bbs/Gossiping/M.1665209531.A.270.html
hayate232,10/08,47,[問卦] 為什麼美國烤肉都一定要烤到焦?,/bbs/Gossiping/M.1665209612.A.EC2.html
mother,10/08,1,Re: [問卦]～（＠ｏ＠）～喜歡找外國人拍廣告,/bbs/Gossiping/M.1665209649.A.2BF.html
mother,10/08,5,Re: [問卦]  ／｜｜｜＼爭鮮現在484嘎那塞==,/bbs/Gossiping/M.1665209650.A.3B1.html
leon80148,10/08,2,Re: [新聞] 馬斯克建議台灣納入中國特別行政區 綠委,/bbs/Gossiping/M.1665209936.A.87A.html
CYL770106,10/08,3,[問卦] 如果自己兒子是因為搞gay被殺 ,/bbs/Gossiping/M.1665210149.A.64D.html
sodistrues,10/08,9,[問卦] 馬斯克沒買房又小氣 為什麼女人緣很好？,/bbs/Gossiping/M.1665210200.A.EDA.html
cosmite,10/08,84,[問卦] 性侵犯：有不舒服的我都很抱歉,/bbs/Gossiping/M.1665208063.A.C8B.html
clearday,10/08,8,[問卦] 全世界剩台灣走在路上要戴口罩？,/bbs/Gossiping/M.1665208210.A.A3F.html
br06,10/08,32,[新聞] 民眾黨竹北參選人爆涉貪爭議 高虹安：已,/bbs/Gossiping/M.1665208236.A.1DC.html
mother,10/08,1,Re: [問卦] 相撲是好看在哪?,/bbs/Gossiping/M.1665208260.A.C29.html
mother,10/08,6,[公告]～（＠ｏ＠）～滿溢甜蝦鮭魚子水桶,/bbs/Gossiping/M.1665208260.A.106.html
purue,10/08,1,[問卦] 周公恐懼流言日，王莽謙恭未篡時。,/bbs/Gossiping/M.1665208431.A.0DE.html
HTC92,10/08,5,[問卦] 雜交水稻,/bbs/Gossiping/M.1665208463.A.CFE.html
fallcolor,10/08,67,Re: [新聞] 資策會比對 高虹安論文相似度破9成,/bbs/Gossiping/M.1665208464.A.E2D.html
gotopark,10/08,1,[問卦] 為什麼yahoo信箱都不會爆掉?,/bbs/Gossiping/M.1665208701.A.820.html
qwerapple,10/08,6,[問卦] 火影忍者是不是最勵志的作品？,/bbs/Gossiping/M.1665208701.A.5D2.html
goatcheese,10/08,5,[問卦] 會幫高官側翼創什麼工程師職稱,/bbs/Gossiping/M.1665208713.A.830.html
philibra,10/08,8,[問卦] 非洲豬瘟演到哪裡了？,/bbs/Gossiping/M.1665208742.A.2EF.html
aice911,10/08,4,[問卦] 有沒有港式臭豆腐的掛？,/bbs/Gossiping/M.1665208755.A.7E4.html
Dawson5566,10/08,爆,[爆卦] 人渣文本爆料新竹棒球場還是一樣！,/bbs/Gossiping/M.1665208909.A.263.html
unter,10/08,62,[問卦] 有很多香港人 選擇離開台灣？,/bbs/Gossiping/M.1665208929.A.68D.html
kaky,10/08,1,Re: [問卦] 八卦版越來越能接受兩岸統一了,/bbs/Gossiping/M.1665207070.A.538.html
saiulbb,10/08,3,[問卦] 哪裡可以拜讀珍珠Q彈軟爛程度的論文？,/bbs/Gossiping/M.1665207071.A.8C0.html
milkBK,10/08,7,[問卦] 附近阿北在聊色= =,/bbs/Gossiping/M.1665207098.A.406.html
orze04,10/08,5,Re: [新聞]外媒曝：美寧摧毀台積電廠房晶片 也不願,/bbs/Gossiping/M.1665207211.A.FAA.html
cefywo,10/08,1,Re: [問卦] 如果美國撤離台灣工程師 台灣政府會擋嗎,/bbs/Gossiping/M.1665207236.A.3EC.html
wayne1027,10/08,31,[問卦] 環保還有啥意義,/bbs/Gossiping/M.1665207306.A.DD8.html
bluebluelan,10/08,1,[問卦] 十萬青年十萬肝 GG輪班救台灣預言中了?,/bbs/Gossiping/M.1665207413.A.EFC.html
words2012,10/08,17,Re: [新聞] 沈慧虹：雙標就是高虹安一貫標準,/bbs/Gossiping/M.1665207425.A.F4E.html
sosoandsoso,10/08,6,[問卦] 買空槓不如一根八分鐵？,/bbs/Gossiping/M.1665207508.A.144.html
laugh8562,10/08,4,Re: [問卦] 中南部吃爌肉飯不野蠻嗎？,/bbs/Gossiping/M.1665207528.A.EBA.html
gk1329,10/08,1,Re: [新聞]Gogoro「吃到飽宣佈退場」時間點曝光全場,/bbs/Gossiping/M.1665207546.A.079.html
lwamp,10/08,12,[問卦] 覺青越來越能接受舔共企業了,/bbs/Gossiping/M.1665207649.A.4F8.html
ipipwrong,10/08,17,[新聞] 「任何人得到的角色，都只是因為他先婉拒,/bbs/Gossiping/M.1665207722.A.436.html
Supergreen,10/08,爆,[新聞] 馬斯克建議台灣納入中國特別行政區 綠委,/bbs/Gossiping/M.1665207810.A.713.html
yu1164,10/08,5,[新聞] 疫情防控不力  新疆3名地方領導被免職,/bbs/Gossiping/M.1665207824.A.BC5.html
nbarepeat,10/08,2,[問卦] 喜歡找外國人拍廣告,/bbs/Gossiping/M.1665208028.A.80F.html
shamanlin,10/08,4,Re: [新聞] 資策會比對 高虹安論文相似度破9成,/bbs/Gossiping/M.1665206175.A.EA7.html
smallgigi,10/08,5,[問卦] 好好一個國家人民不當去當美國的狗?,/bbs/Gossiping/M.1665206229.A.4EB.html
pl132,10/08,爆,[新聞]Gogoro「吃到飽宣佈退場」時間點曝光全場,/bbs/Gossiping/M.1665206256.A.D69.html
cool54390,10/08,7,[問卦] 請問這樣是中獎了嗎,/bbs/Gossiping/M.1665206346.A.EF6.html
MatheFuck,10/08,12,[問卦] 中南部吃爌肉飯不野蠻嗎？,/bbs/Gossiping/M.1665206426.A.FC5.html
Adobola,10/08,3,Re: [新聞] 馬斯克建議：把台灣設為「特別行政區」,/bbs/Gossiping/M.1665206450.A.05D.html
edge112233,10/08,9,[問卦] 牙線棒的霸主是誰,/bbs/Gossiping/M.1665206454.A.603.html
chopper594,10/08,7,Re: [問卦] 如果美國撤離台灣工程師 台灣政府會擋嗎,/bbs/Gossiping/M.1665206551.A.526.html
rich22084,10/08,10,Re: [新聞]Gogoro「吃到飽宣佈退場」時間點曝光全場,/bbs/Gossiping/M.1665206707.A.817.html
wayne1027,10/08,3,Re: [問卦] 為啥免疫還是替代役的很愛喊抗中保台阿？,/bbs/Gossiping/M.1665206823.A.E08.html
AhGai,10/08,27,[問卦] 今年為什麼沒有什麼世足的氣氛,/bbs/Gossiping/M.1665206854.A.25C.html
maki810711,10/08,1,[問卦] 為什麼以前八點檔那麼勁爆,/bbs/Gossiping/M.1665206958.A.4E8.html
moriyako,10/08,6,[問卦] Pokémon GO是不是要重返榮耀了？,/bbs/Gossiping/M.1665206979.A.A5B.html
WeiU,10/08,5,[問卦] 請問我買得起哪種房子？？？,/bbs/Gossiping/M.1665206991.A.FEA.html
melissalewis,10/08,5,[問卦] 要怎麼做才不會被未成年父母吉？,/bbs/Gossiping/M.1665207001.A.918.html
chkao,10/08,爆,[問卦] 吳子嘉史上最快？？？？,/bbs/Gossiping/M.1665207014.A.11A.html
shrinkage,10/08,6,Re: [新聞]Gogoro「吃到飽宣佈退場」時間點曝光全場,/bbs/Gossiping/M.1665207027.A.184.html
court0043,10/08,2,[問卦] 三民自是不是才是文宣上的真正高手？,/bbs/Gossiping/M.1665207037.A.803.html
ihfreud,10/08,5,[問卦] 美國特別行政區如何？,/bbs/Gossiping/M.1665205117.A.9BC.html
stalna,10/08,1,Re: [問卦] 美國為什麼不學台灣改公式就好了,/bbs/Gossiping/M.1665205203.A.C53.html
KZS,10/08,18,[問卦] 在吃到飽挖冰淇淋算是一種類重訓嗎？,/bbs/Gossiping/M.1665205349.A.D43.html
KCKCLIN,10/08,5,[問卦] 麥當勞現在牛肉漢堡肉片是否都一樣阿,/bbs/Gossiping/M.1665205416.A.A20.html
ck6fuz516,10/08,1,Re: [問卦] 風雲起 山河動 預備 唱！,/bbs/Gossiping/M.1665205530.A.F9B.html
Qoo2222,10/08,73,[問卦] 如果美國撤離台灣工程師 台灣政府會擋嗎,/bbs/Gossiping/M.1665205560.A.282.html
Madthief,10/08,6,Re: [新聞] 資策會比對 高虹安論文相似度破9成,/bbs/Gossiping/M.1665205636.A.C24.html
kevin19528,10/08,12,[問卦] 在銀行當保全是不是爽缺,/bbs/Gossiping/M.1665205747.A.4F0.html
gentleman888,10/08,1,[問卦] 當初說宅男不該活在世界上的有得到報應嗎,/bbs/Gossiping/M.1665205781.A.678.html
lee198218,10/08,4,[問卦] 你各位確診沒有,/bbs/Gossiping/M.1665205897.A.FBF.html
krit1009,10/08,1,Re: [問卦] 八卦版越來越能接受兩岸統一了,/bbs/Gossiping/M.1665205907.A.716.html
dahanjian,10/08,1,Re: [問卦] 嘴滿「抗中保台」的人真的會上戰場嗎？,/bbs/Gossiping/M.1665205942.A.BF9.html
lianpig5566,10/08,16,[新聞] 悚！三寶嬤硬鑽車縫 嬤孫3人連人帶車捲入,/bbs/Gossiping/M.1665205961.A.6CC.html
snakei14702,10/08,2,[問卦] 為啥免疫還是替代役的很愛喊抗中保台阿？,/bbs/Gossiping/M.1665205986.A.D08.html
MeiHS,10/08,3,Re: [新聞] 馬斯克建議：把台灣設為「特別行政區」,/bbs/Gossiping/M.1665205997.A.DF2.html
bluebluelan,10/08,4,Re: [問卦] 有沒有克里米亞大橋起火的八卦,/bbs/Gossiping/M.1665206030.A.41C.html
simoncha,10/08,2,[問卦] 來去台東,/bbs/Gossiping/M.1665206078.A.B1B.html
TDuncan280,10/08,9,[問卦] 什麼樣的人喜歡抽煙,/bbs/Gossiping/M.1665206174.A.A3A.html
HisVol,10/08,7,[問卦] 香港跟香港人現況如何？,/bbs/Gossiping/M.1665204441.A.146.html
u1114224,10/08,12,[問卦] 台灣最詭異食物:大麵羹 要如何下嚥的八,/bbs/Gossiping/M.1665204448.A.338.html
alex8725,10/08,3,Re: [問卦] 蜀漢幹嘛幾十年都在打比他...,/bbs/Gossiping/M.1665204451.A.04C.html
HTC92,10/08,1,[新聞] 快訊／《原子少年》小孩親提6點聲明　事,/bbs/Gossiping/M.1665204482.A.DFF.html
lauwei,10/08,31,[問卦] 宜蘭大豪雨 還跑去礁溪玩？笑死,/bbs/Gossiping/M.1665204504.A.F4C.html
SatoTakuma,10/08,1,Re: [問卦] 蜀漢幹嘛幾十年都在打比他大十倍的曹魏??,/bbs/Gossiping/M.1665204506.A.1E6.html
ck6fuz516,10/08,5,[問卦] 做什麼事最適合拿來打臉瞧不起自己的人?,/bbs/Gossiping/M.1665204518.A.4DD.html
serrier,10/08,1,Re: [新聞] 高端報廢率近34％不足奇　王必勝舉例：,/bbs/Gossiping/M.1665204683.A.C8F.html
shipping5566,10/08,1,[問卦] 廟會放鞭炮,/bbs/Gossiping/M.1665204711.A.E71.html
huabandd,10/08,2,Re: [新聞] 護晶片！彭博：美國兵推台海開戰 最壞情,/bbs/Gossiping/M.1665204781.A.14B.html
m82,10/08,13,Re: [新聞] 兩岸緊張 龍應台：鼓吹戰爭的都是罪人,/bbs/Gossiping/M.1665204781.A.7E0.html
moonoftree,10/08,6,[問卦] 還沒轉陰真的可以外出嗎？,/bbs/Gossiping/M.1665204812.A.6F9.html
henseneg,10/08,6,Re: [新聞] 資策會比對 高虹安論文相似度破9成,/bbs/Gossiping/M.1665204846.A.FF3.html
jimmysunny01,10/08,8,[問卦] 風雲起 山河動 預備 唱！,/bbs/Gossiping/M.1665204936.A.8A8.html
b10485762000,10/08,14,[新聞] 0卡可樂也會胖！研究：二氧化碳會誘發肥,/bbs/Gossiping/M.1665205007.A.152.html
Anderson0819,10/08,爆,[爆卦] 俄羅斯的刻赤大橋被炸掉啦！,/bbs/Gossiping/M.1665205021.A.E56.html
seiya2000,10/08,6,[問卦] 房子被炸爛還要繳房貸嗎,/bbs/Gossiping/M.1665205067.A.F0D.html
ben28,10/08,10,[問卦] 台灣人可以抵制一芳為什麼不抵制特斯拉？,/bbs/Gossiping/M.1665205070.A.3FC.html
obrag,10/08,30,[問卦] 為何現在沒人宣導戒菸了？,/bbs/Gossiping/M.1665203467.A.42B.html
shrinkage,10/08,2,Re: [新聞] 不再只是臥射預備！實戰化射擊結合戰傷,/bbs/Gossiping/M.1665203513.A.E3C.html
spirit119,10/08,7,[問卦] 有沒有克里米亞大橋起火的八卦,/bbs/Gossiping/M.1665203515.A.109.html
bbob,10/08,22,[問卦] 魷魚羮要加飯 米粉 還是麵呢？,/bbs/Gossiping/M.1665203593.A.BB6.html
ffreakk,10/08,5,[問卦] 說到表裡不一會想到誰,/bbs/Gossiping/M.1665203622.A.253.html
tuv3139,10/08,7,[新聞] 台北市長驚現「第4位參選人」？他曝綠營,/bbs/Gossiping/M.1665203731.A.800.html
